diff_ip_num,port_entropy,all_pkt_num,ack_num,ack_rate,syn_num,syn_rate,psh_num,psh_rate,all_pkt_bytes,avg_pkt_bytes,one_quarter,two_quarter,three_quarter
2,133.37720855546974,33,20,0.6060606060606061,15,0.45454545454545453,15,0.45454545454545453,5763,174.63636363636363,74.0,74.0,297.0
2,119.39426632834967,31,21,0.6774193548387096,12,0.3870967741935484,16,0.5161290322580645,5838,188.32258064516128,74.0,297.0,297.0
2,117.53070945054549,27,16,0.5925925925925926,12,0.4444444444444444,14,0.5185185185185185,5112,189.33333333333334,74.0,297.0,297.0
2,140.4216026748282,33,20,0.6060606060606061,15,0.45454545454545453,16,0.48484848484848486,5994,181.63636363636363,74.0,74.0,297.0
2,124.43988019037988,28,17,0.6071428571428571,12,0.42857142857142855,15,0.5357142857142857,5409,193.17857142857142,74.0,297.0,297.0
2,162.04820237218414,40,28,0.7,18,0.45,16,0.4,6480,162.0,74.0,74.0,297.0
2,140.43434384484075,36,24,0.6666666666666666,16,0.4444444444444444,16,0.4444444444444444,6200,172.22222222222223,74.0,74.0,297.0
2,133.32965319995952,35,24,0.6857142857142857,15,0.42857142857142855,16,0.45714285714285713,6181,176.6,74.0,74.0,297.0
2,124.43988019037988,28,16,0.5714285714285714,13,0.4642857142857143,14,0.5,5186,185.21428571428572,74.0,185.5,297.0
2,133.3677891589831,34,22,0.6470588235294118,16,0.47058823529411764,14,0.4117647058823529,5606,164.88235294117646,74.0,74.0,297.0
2,153.09612194261274,36,24,0.6666666666666666,17,0.4722222222222222,14,0.3888888888888889,5746,159.61111111111111,74.0,74.0,297.0
2,119.35614381022526,32,21,0.65625,15,0.46875,13,0.40625,5235,163.59375,74.0,74.0,297.0
2,147.59247795094896,37,24,0.6486486486486487,17,0.4594594594594595,16,0.43243243243243246,6274,169.56756756756758,74.0,74.0,297.0
2,139.1585682689944,33,22,0.6666666666666666,14,0.42424242424242425,15,0.45454545454545453,5755,174.3939393939394,74.0,74.0,297.0
2,140.8739737161833,35,23,0.6571428571428571,15,0.42857142857142855,16,0.45714285714285713,6126,175.02857142857144,74.0,74.0,297.0
2,140.45893621690448,35,22,0.6285714285714286,16,0.45714285714285713,16,0.45714285714285713,6134,175.25714285714287,74.0,74.0,297.0
2,124.62966500850001,30,21,0.7,12,0.4,15,0.5,5541,184.7,74.0,185.5,297.0
2,126.33281443611128,33,21,0.6363636363636364,16,0.48484848484848486,13,0.3939393939393939,5309,160.87878787878788,74.0,74.0,297.0
2,147.60426884628305,36,23,0.6388888888888888,16,0.4444444444444444,17,0.4722222222222222,6431,178.63888888888889,74.0,74.0,297.0
2,133.32965319995952,35,24,0.6857142857142857,15,0.42857142857142855,16,0.45714285714285713,6126,175.02857142857144,74.0,74.0,297.0
2,138.57878335439764,31,19,0.6129032258064516,14,0.45161290322580644,15,0.4838709677419355,5623,181.38709677419354,74.0,74.0,297.0
2,379.5577753615736,101,93,0.9207920792079208,12,0.1188118811881188,50,0.49504950495049505,10284,101.82178217821782,66.0,74.0,74.0
2,154.80225915975848,38,25,0.6578947368421053,17,0.4473684210526316,17,0.4473684210526316,6587,173.3421052631579,74.0,74.0,297.0
2,117.63252526832228,28,16,0.5714285714285714,14,0.5,12,0.42857142857142855,4740,169.28571428571428,74.0,74.0,297.0
2,147.60426884628308,36,27,0.75,13,0.3611111111111111,19,0.5277777777777778,6877,191.02777777777777,74.0,297.0,297.0
2,169.34740593836827,39,25,0.6410256410256411,17,0.4358974358974359,19,0.48717948717948717,7099,182.02564102564102,74.0,74.0,297.0
2,104.02093444621856,27,20,0.7407407407407407,10,0.37037037037037035,14,0.5185185185185185,5096,188.74074074074073,74.0,297.0,297.0
2,162.0501866732021,38,25,0.6578947368421053,17,0.4473684210526316,17,0.4473684210526316,6571,172.92105263157896,74.0,74.0,297.0
2,162.062003719506,39,26,0.6666666666666666,17,0.4358974358974359,18,0.46153846153846156,6876,176.30769230769232,74.0,74.0,297.0
2,131.53655560410854,30,22,0.7333333333333333,10,0.3333333333333333,18,0.6,6218,207.26666666666668,74.0,297.0,297.0
2,133.37720855546974,33,20,0.6060606060606061,16,0.48484848484848486,14,0.42424242424242425,5540,167.87878787878788,74.0,74.0,297.0
2,133.32965319995952,35,27,0.7714285714285715,12,0.34285714285714286,19,0.5428571428571428,6795,194.14285714285714,74.0,297.0,297.0
2,167.4359719454974,36,23,0.6388888888888888,16,0.4444444444444444,17,0.4722222222222222,6431,178.63888888888889,74.0,74.0,297.0
2,140.45893621690448,35,23,0.6571428571428571,16,0.45714285714285713,15,0.42857142857142855,5958,170.22857142857143,74.0,74.0,297.0
2,110.77582194838203,27,18,0.6666666666666666,11,0.4074074074074074,14,0.5185185185185185,5112,189.33333333333334,74.0,297.0,297.0
2,154.8019313165779,37,25,0.6756756756756757,16,0.43243243243243246,17,0.4594594594594595,6497,175.59459459459458,74.0,74.0,297.0
2,112.44007001796278,31,22,0.7096774193548387,12,0.3870967741935484,16,0.5161290322580645,5838,188.32258064516128,74.0,297.0,297.0
2,168.6693340332556,39,25,0.6410256410256411,18,0.46153846153846156,17,0.4358974358974359,6645,170.3846153846154,74.0,74.0,297.0
2,160.68108444333393,36,26,0.7222222222222222,13,0.3611111111111111,19,0.5277777777777778,6869,190.80555555555554,74.0,297.0,297.0
2,133.36778915898313,34,24,0.7058823529411765,14,0.4117647058823529,15,0.4411764705882353,5821,171.2058823529412,74.0,74.0,297.0
2,146.91014732873685,35,22,0.6285714285714286,16,0.45714285714285713,16,0.45714285714285713,6134,175.25714285714287,74.0,74.0,297.0
2,139.1585682689944,33,24,0.7272727272727273,12,0.36363636363636365,18,0.5454545454545454,6432,194.9090909090909,74.0,297.0,297.0
2,133.37720855546974,33,21,0.6363636363636364,15,0.45454545454545453,15,0.45454545454545453,5763,174.63636363636363,74.0,74.0,297.0
2,168.66933403325564,39,25,0.6410256410256411,18,0.46153846153846156,17,0.4358974358974359,6645,170.3846153846154,74.0,74.0,297.0
2,139.1585682689944,33,25,0.7575757575757576,11,0.3333333333333333,19,0.5757575757575758,6655,201.66666666666666,74.0,297.0,297.0
2,126.35614381022528,32,20,0.625,15,0.46875,14,0.4375,5466,170.8125,74.0,74.0,297.0
2,140.43434384484075,36,25,0.6944444444444444,15,0.4166666666666667,17,0.4722222222222222,6423,178.41666666666666,74.0,74.0,297.0
2,145.78792488907402,33,23,0.696969696969697,13,0.3939393939393939,17,0.5151515151515151,6217,188.3939393939394,74.0,297.0,297.0
2,147.58821923384943,35,23,0.6571428571428571,15,0.42857142857142855,17,0.4857142857142857,6357,181.62857142857143,74.0,74.0,297.0
2,147.59247795094896,37,26,0.7027027027027027,15,0.40540540540540543,18,0.4864864864864865,6720,181.6216216216216,74.0,74.0,297.0
2,138.67807190511263,32,21,0.65625,14,0.4375,15,0.46875,5689,177.78125,74.0,74.0,297.0
2,140.45893621690448,35,24,0.6857142857142857,15,0.42857142857142855,16,0.45714285714285713,6126,175.02857142857144,74.0,74.0,297.0
2,124.55365379791925,29,19,0.6551724137931034,12,0.41379310344827586,15,0.5172413793103449,5475,188.79310344827587,74.0,297.0,297.0
2,154.8019313165779,37,26,0.7027027027027027,15,0.40540540540540543,18,0.4864864864864865,6720,181.6216216216216,74.0,74.0,297.0
2,540.82839406275,136,125,0.9191176470588235,15,0.11029411764705882,67,0.49264705882352944,13423,98.69852941176471,66.0,74.0,74.0
2,145.67807190511263,32,20,0.625,14,0.4375,16,0.5,5920,185.0,74.0,185.5,297.0
2,133.36778915898313,34,24,0.7058823529411765,14,0.4117647058823529,16,0.47058823529411764,6052,178.0,74.0,74.0,297.0
2,162.01004793491353,41,27,0.6585365853658537,16,0.3902439024390244,19,0.4634146341463415,7211,175.8780487804878,74.0,74.0,297.0
2,132.6991366503571,33,23,0.696969696969697,13,0.3939393939393939,17,0.5151515151515151,6209,188.15151515151516,74.0,297.0,297.0
2,146.27968043564996,34,24,0.7058823529411765,13,0.38235294117647056,18,0.5294117647058824,6506,191.35294117647058,74.0,297.0,297.0
2,540.7689721322002,133,120,0.9022556390977443,17,0.12781954887218044,63,0.47368421052631576,12540,94.28571428571429,66.0,74.0,74.0
2,140.19590181107066,35,24,0.6857142857142857,14,0.4,18,0.5142857142857142,6580,188.0,74.0,297.0,297.0
2,153.45446784496062,35,24,0.6857142857142857,14,0.4,18,0.5142857142857142,6580,188.0,74.0,297.0,297.0
2,132.6991366503571,33,23,0.696969696969697,14,0.42424242424242425,15,0.45454545454545453,5755,174.3939393939394,74.0,74.0,297.0
2,140.1959018110707,35,23,0.6571428571428571,15,0.42857142857142855,17,0.4857142857142857,6357,181.62857142857143,74.0,74.0,297.0
2,146.27968043564996,34,24,0.7058823529411765,13,0.38235294117647056,18,0.5294117647058824,6506,191.35294117647058,74.0,297.0,297.0
2,139.77718009512083,34,21,0.6176470588235294,15,0.4411764705882353,15,0.4411764705882353,5823,171.26470588235293,74.0,74.0,297.0
2,161.78516796635034,40,27,0.675,16,0.4,19,0.475,7151,178.775,74.0,74.0,297.0
2,132.09310940439147,32,24,0.75,11,0.34375,18,0.5625,6358,198.6875,74.0,297.0,297.0
2,267.1275746330179,69,58,0.8405797101449275,15,0.21739130434782608,32,0.463768115942029,7829,113.46376811594203,66.0,74.0,74.0
2,133.10475475314934,34,24,0.7058823529411765,13,0.38235294117647056,18,0.5294117647058824,6522,191.8235294117647,74.0,297.0,297.0
2,174.4891851025183,37,24,0.6486486486486487,16,0.43243243243243246,18,0.4864864864864865,6736,182.05405405405406,74.0,74.0,297.0
2,111.24020784554352,28,19,0.6785714285714286,12,0.42857142857142855,13,0.4642857142857143,4955,176.96428571428572,74.0,74.0,297.0
2,126.35614381022528,32,22,0.6875,13,0.40625,16,0.5,5920,185.0,74.0,185.5,297.0
2,162.062003719506,39,26,0.6666666666666666,17,0.4358974358974359,18,0.46153846153846156,6868,176.10256410256412,74.0,74.0,297.0
2,140.43434384484073,36,26,0.7222222222222222,14,0.3888888888888889,18,0.5,6646,184.61111111111111,74.0,185.5,297.0
2,183.46102046423155,44,27,0.6136363636363636,16,0.36363636363636365,21,0.4772727272727273,7867,178.79545454545453,74.0,74.0,297.0
2,160.07027837126043,37,26,0.7027027027027027,12,0.32432432432432434,20,0.5405405405405406,7146,193.13513513513513,74.0,297.0,297.0
2,644.8425818015469,164,154,0.9390243902439024,12,0.07317073170731707,81,0.49390243902439024,15124,92.21951219512195,66.0,74.0,74.0
2,125.04470250777885,30,20,0.6666666666666666,12,0.4,16,0.5333333333333333,5772,192.4,74.0,297.0,297.0
2,147.55433164631492,38,27,0.7105263157894737,13,0.34210526315789475,19,0.5,6989,183.92105263157896,74.0,185.5,297.0
2,176.00158884559426,44,28,0.6363636363636364,16,0.36363636363636365,20,0.45454545454545453,7628,173.36363636363637,74.0,74.0,297.0
2,145.60160853053733,34,23,0.6764705882352942,11,0.3235294117647059,19,0.5588235294117647,6717,197.55882352941177,74.0,297.0,297.0
2,154.51356709480996,39,28,0.717948717948718,13,0.3333333333333333,20,0.5128205128205128,7286,186.82051282051282,74.0,297.0,297.0
2,132.09310940439147,32,20,0.625,13,0.40625,16,0.5,5961,186.28125,74.0,185.5,297.0
2,98.79980172252158,29,22,0.7586206896551724,11,0.3793103448275862,14,0.4827586206896552,5236,180.55172413793105,74.0,74.0,297.0
2,169.36759993953157,41,27,0.6585365853658537,17,0.4146341463414634,19,0.4634146341463415,7225,176.21951219512195,74.0,74.0,297.0
2,139.1027924066792,35,25,0.7142857142857143,11,0.3142857142857143,19,0.5428571428571428,6775,193.57142857142858,74.0,297.0,297.0
2,168.814962836363,42,29,0.6904761904761905,15,0.35714285714285715,21,0.5,7731,184.07142857142858,74.0,185.5,297.0
2,137.7307864478427,31,22,0.7096774193548387,10,0.3225806451612903,18,0.5806451612903226,6278,202.51612903225808,74.0,297.0,297.0
2,105.48587370757592,31,22,0.7096774193548387,11,0.3548387096774194,14,0.45161290322580644,5356,172.7741935483871,74.0,74.0,297.0
2,147.592477950949,37,23,0.6216216216216216,16,0.43243243243243246,17,0.4594594594594595,6491,175.43243243243242,74.0,74.0,297.0
2,146.23633414072367,37,27,0.7297297297297297,12,0.32432432432432434,19,0.5135135135135135,6915,186.8918918918919,74.0,297.0,297.0
2,168.81496283636307,42,29,0.6904761904761905,15,0.35714285714285715,21,0.5,7731,184.07142857142858,74.0,185.5,297.0
2,130.56363788649188,29,20,0.6896551724137931,9,0.3103448275862069,18,0.6206896551724138,6138,211.6551724137931,74.0,297.0,297.0
2,112.35614381022526,32,23,0.71875,11,0.34375,15,0.46875,5661,176.90625,74.0,74.0,297.0
2,146.2481250360578,36,22,0.6111111111111112,17,0.4722222222222222,14,0.3888888888888889,5740,159.44444444444446,74.0,74.0,297.0
2,139.85695577365243,37,26,0.7027027027027027,12,0.32432432432432434,20,0.5405405405405406,7146,193.13513513513513,74.0,297.0,297.0
2,176.19175288491851,43,29,0.6744186046511628,16,0.37209302325581395,21,0.4883720930232558,7805,181.51162790697674,74.0,74.0,297.0
2,137.83007499855768,32,21,0.65625,11,0.34375,17,0.53125,6115,191.09375,74.0,297.0,297.0
2,119.39426632834967,31,23,0.7419354838709677,10,0.3225806451612903,17,0.5483870967741935,6047,195.06451612903226,74.0,297.0,297.0
2,153.44578750635264,37,23,0.6216216216216216,17,0.4594594594594595,15,0.40540540540540543,6037,163.16216216216216,74.0,74.0,297.0
2,139.78033532120372,38,27,0.7105263157894737,13,0.34210526315789475,19,0.5,6989,183.92105263157896,74.0,185.5,297.0
2,168.84153112786396,41,27,0.6585365853658537,15,0.36585365853658536,21,0.5121951219512195,7665,186.9512195121951,74.0,297.0,297.0
2,130.6885586975536,30,19,0.6333333333333333,10,0.3333333333333333,17,0.5666666666666667,5975,199.16666666666666,74.0,297.0,297.0
2,119.35614381022526,32,24,0.75,11,0.34375,16,0.5,5890,184.0625,74.0,185.5,297.0
2,267.6567475049687,70,56,0.8,16,0.22857142857142856,33,0.4714285714285714,9014,128.77142857142857,66.0,74.0,241.25
2,124.976670625886,33,24,0.7272727272727273,12,0.36363636363636365,16,0.48484848484848486,5964,180.72727272727272,74.0,74.0,297.0
2,191.07752098477758,45,29,0.6444444444444445,18,0.4,21,0.4666666666666667,7953,176.73333333333332,74.0,74.0,297.0
2,154.25053268897616,39,28,0.717948717948718,12,0.3076923076923077,22,0.5641025641025641,7740,198.46153846153845,74.0,297.0,297.0
2,109.97717343970974,28,21,0.75,7,0.25,17,0.6071428571428571,5405,193.03571428571428,74.0,297.0,297.0
2,126.35614381022526,32,20,0.625,14,0.4375,14,0.4375,5468,170.875,74.0,74.0,297.0
2,119.07108716606957,35,26,0.7428571428571429,11,0.3142857142857143,18,0.5142857142857142,6544,186.97142857142856,74.0,297.0,297.0
2,182.72656013854242,41,27,0.6585365853658537,17,0.4146341463414634,19,0.4634146341463415,7241,176.609756097561,74.0,74.0,297.0
2,130.6885586975536,30,21,0.7,8,0.26666666666666666,19,0.6333333333333333,6421,214.03333333333333,74.0,297.0,297.0
2,98.00210262606595,30,23,0.7666666666666667,9,0.3,14,0.4666666666666667,4828,160.93333333333334,74.0,74.0,297.0
2,139.51782990595802,35,24,0.6857142857142857,13,0.37142857142857144,18,0.5142857142857142,6598,188.5142857142857,74.0,297.0,297.0
2,96.43798992509737,26,19,0.7307692307692307,7,0.2692307692307692,15,0.5769230769230769,5233,201.26923076923077,74.0,297.0,297.0
2,140.43434384484075,36,25,0.6944444444444444,13,0.3611111111111111,17,0.4722222222222222,6403,177.86111111111111,74.0,74.0,297.0
2,132.01164534875787,34,24,0.7058823529411765,13,0.38235294117647056,16,0.47058823529411764,6038,177.58823529411765,74.0,74.0,297.0
2,109.97717343970973,28,21,0.75,7,0.25,17,0.6071428571428571,5819,207.82142857142858,74.0,297.0,297.0
2,119.39426632834967,31,20,0.6451612903225806,11,0.3548387096774194,16,0.5161290322580645,5826,187.93548387096774,74.0,297.0,297.0
2,131.97350938973426,35,24,0.6857142857142857,13,0.37142857142857144,16,0.45714285714285713,6122,174.9142857142857,74.0,74.0,297.0
2,103.13842964323847,26,21,0.8076923076923077,6,0.23076923076923078,17,0.6538461538461539,5478,210.69230769230768,74.0,297.0,297.0
2,454.8452989693827,118,107,0.9067796610169492,13,0.11016949152542373,57,0.4830508474576271,11474,97.23728813559322,66.0,74.0,74.0
2,90.58567691716874,29,21,0.7241379310344828,10,0.3448275862068966,13,0.4482758620689655,5001,172.44827586206895,74.0,74.0,297.0
2,118.83007499855768,32,25,0.78125,8,0.25,21,0.65625,6623,206.96875,74.0,297.0,297.0
2,103.17293753966361,27,20,0.7407407407407407,7,0.25925925925925924,16,0.5925925925925926,5546,205.40740740740742,74.0,297.0,297.0
2,98.6801745311786,30,24,0.8,8,0.26666666666666666,16,0.5333333333333333,5736,191.2,74.0,297.0,297.0
2,124.976670625886,33,24,0.7272727272727273,12,0.36363636363636365,16,0.48484848484848486,5988,181.45454545454547,74.0,74.0,297.0
2,70.26211765947984,22,18,0.8181818181818182,4,0.18181818181818182,14,0.6363636363636364,4706,213.9090909090909,74.0,297.0,297.0
2,98.88853240726213,28,21,0.75,7,0.25,17,0.6071428571428571,5827,208.10714285714286,74.0,297.0,297.0
2,111.08392620773752,31,23,0.7419354838709677,11,0.3548387096774194,15,0.4838709677419355,5609,180.93548387096774,74.0,74.0,297.0
2,96.43798992509737,26,22,0.8461538461538461,4,0.15384615384615385,18,0.6923076923076923,5894,226.69230769230768,74.0,297.0,297.0
2,98.6801745311786,30,23,0.7666666666666667,9,0.3,15,0.5,5505,183.5,74.0,185.5,297.0
2,90.72503367497926,28,23,0.8214285714285714,8,0.2857142857142857,15,0.5357142857142857,5395,192.67857142857142,74.0,297.0,297.0
2,70.33706832698076,20,15,0.75,3,0.15,15,0.75,4590,229.5,74.0,297.0,297.0
2,98.79980172252158,29,23,0.7931034482758621,9,0.3103448275862069,15,0.5172413793103449,5461,188.31034482758622,74.0,297.0,297.0
2,97.32403072095332,30,24,0.8,8,0.26666666666666666,16,0.5333333333333333,5744,191.46666666666667,74.0,297.0,297.0
2,116.84767589623674,29,24,0.8275862068965517,5,0.1724137931034483,20,0.6896551724137931,6570,226.55172413793105,74.0,297.0,297.0
2,312.4218198390742,94,90,0.9574468085106383,6,0.06382978723404255,47,0.5,8846,94.1063829787234,66.0,74.0,74.0
2,85.08383973226643,29,23,0.7931034482758621,9,0.3103448275862069,15,0.5172413793103449,5485,189.13793103448276,74.0,297.0,297.0
2,95.26976913547135,22,18,0.8181818181818182,2,0.09090909090909091,18,0.8181818181818182,5638,256.27272727272725,297.0,297.0,297.0
2,58.513179423647564,22,18,0.8181818181818182,6,0.2727272727272727,10,0.45454545454545453,3814,173.36363636363637,68.0,74.0,297.0
2,89.77443751081736,24,21,0.875,4,0.16666666666666666,17,0.7083333333333334,5123,213.45833333333334,74.0,297.0,297.0
2,69.37895002019236,18,16,0.8888888888888888,2,0.1111111111111111,12,0.6666666666666666,3980,221.11111111111111,74.0,297.0,297.0
2,24.356143810225277,16,10,0.625,6,0.375,6,0.375,2478,154.875,72.0,74.0,297.0
2,88.81033751683405,22,19,0.8636363636363636,4,0.18181818181818182,15,0.6818181818181818,4975,226.13636363636363,74.0,297.0,297.0
2,69.37895002019235,18,16,0.8888888888888888,2,0.1111111111111111,12,0.6666666666666666,3980,221.11111111111111,74.0,297.0,297.0
2,47.575424759098894,20,14,0.7,6,0.3,10,0.5,3666,183.3,74.0,185.5,297.0
2,75.82892142331045,20,17,0.85,4,0.2,13,0.65,4373,218.65,74.0,297.0,297.0
2,45.07354922057605,14,12,0.8571428571428571,2,0.14285714285714285,8,0.5714285714285714,2792,199.42857142857142,68.0,297.0,297.0
2,71.92456884051384,27,22,0.8148148148148148,5,0.18518518518518517,15,0.5555555555555556,4383,162.33333333333334,70.0,74.0,297.0
2,57.04955409500409,17,15,0.8823529411764706,3,0.17647058823529413,11,0.6470588235294118,3713,218.41176470588235,74.0,297.0,297.0
2,434.19482169790894,116,114,0.9827586206896551,2,0.017241379310344827,60,0.5172413793103449,10378,89.46551724137932,66.0,74.0,74.0
2,29.65148445440323,14,11,0.7857142857142857,4,0.2857142857142857,7,0.5,2567,183.35714285714286,74.0,185.5,297.0
2,57.69321213720604,20,18,0.9,2,0.1,14,0.7,4168,208.4,74.0,297.0,305.0
2,45.07354922057605,14,12,0.8571428571428571,2,0.14285714285714285,8,0.5714285714285714,2792,199.42857142857142,68.0,297.0,297.0
2,28.253496664211536,10,9,0.9,2,0.2,5,0.5,1825,182.5,68.0,185.5,297.0
2,44.849625007211564,12,10,0.8333333333333334,0,0.0,10,0.8333333333333334,3114,259.5,297.0,297.0,299.0
2,401.1779352166776,116,113,0.9741379310344828,4,0.034482758620689655,58,0.5,9932,85.62068965517241,66.0,74.0,74.0
2,39.303957463269825,13,11,0.8461538461538461,2,0.15384615384615385,7,0.5384615384615384,2511,193.15384615384616,66.0,297.0,305.0
2,22.84412953234563,7,6,0.8571428571428571,0,0.0,6,0.8571428571428571,1866,266.57142857142856,297.0,297.0,305.0
2,39.303957463269825,13,11,0.8461538461538461,2,0.15384615384615385,7,0.5384615384615384,2487,191.30769230769232,66.0,297.0,297.0
